component,explained_energy,family,layer,model_id,rank,revision
ff,1.0,question:direction,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9844292402267456,question:magnitude,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:magnitude,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.7677325010299683,mapping:temperature,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:temperature,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9515191316604614,question:tense,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:tense,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9255305528640747,arrow:tense,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:tense,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.8344540596008301,alternation:tense,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:tense,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.8696528077125549,alternation:animal,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:animal,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9749056696891785,question:temperature,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:temperature,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.7964479327201843,mapping:direction,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:direction,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9736832976341248,question:geography,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:geography,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.8743560314178467,mapping:number,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:number,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9464515447616577,arrow:number,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:number,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9727672338485718,question:number,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:number,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9201319217681885,mapping:animal,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:animal,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9699080586433411,arrow:temperature,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:temperature,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9631057381629944,alternation:number,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:number,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9627236127853394,question:animal,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:animal,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9159075617790222,mapping:color,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:color,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9187400937080383,arrow:direction,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:direction,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9043941497802734,alternation:color,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:color,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9892237186431885,question:color,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:color,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.8728510737419128,alternation:magnitude,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:magnitude,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.8278465867042542,alternation:geography,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:geography,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9206469058990479,arrow:animal,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:animal,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9674579501152039,arrow:magnitude,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:magnitude,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.8976039886474609,mapping:geography,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:geography,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9537146091461182,mapping:magnitude,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:magnitude,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.8376699686050415,alternation:temperature,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:temperature,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.8933338522911072,arrow:geography,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:geography,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9624613523483276,arrow:color,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:color,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.7799895405769348,mapping:tense,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:tense,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8112678527832031,alternation:direction,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:direction,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8834486603736877,question:direction,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:direction,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9899075627326965,question:magnitude,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:magnitude,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9426458477973938,mapping:temperature,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:temperature,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8010590076446533,question:tense,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:tense,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.7588066458702087,arrow:tense,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:tense,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.7835512757301331,alternation:tense,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:tense,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9270321130752563,alternation:animal,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:animal,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9872291088104248,question:temperature,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:temperature,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8519129753112793,mapping:direction,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:direction,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9331746697425842,question:geography,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:geography,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9393792748451233,mapping:number,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:number,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9639117121696472,arrow:number,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:number,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9835157990455627,question:number,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:number,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.957507312297821,mapping:animal,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:animal,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9645501375198364,arrow:temperature,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:temperature,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8261919617652893,alternation:number,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:number,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9671080112457275,question:animal,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:animal,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9569492340087891,mapping:color,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:color,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8169935345649719,arrow:direction,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:direction,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9126201272010803,alternation:color,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:color,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9798010587692261,question:color,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:color,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9433273077011108,alternation:magnitude,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:magnitude,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8467379212379456,alternation:geography,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:geography,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9471667408943176,arrow:animal,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:animal,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9716225266456604,arrow:magnitude,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:magnitude,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9325157403945923,mapping:geography,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:geography,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9842202663421631,mapping:magnitude,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:magnitude,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9596642255783081,alternation:temperature,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:temperature,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9277059435844421,arrow:geography,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:geography,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9608370065689087,arrow:color,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:color,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9799615144729614,mapping:tense,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:tense,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9580076336860657,alternation:direction,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:direction,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9881328344345093,question:direction,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:direction,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9987038969993591,question:magnitude,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:magnitude,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9924101829528809,mapping:temperature,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:temperature,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9877480268478394,question:tense,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:tense,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9749783277511597,arrow:tense,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:tense,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9510011076927185,alternation:tense,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:tense,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9898919463157654,alternation:animal,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:animal,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9988707900047302,question:temperature,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:temperature,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9762377142906189,mapping:direction,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:direction,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9905053377151489,question:geography,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:geography,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9950671792030334,mapping:number,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:number,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9965654015541077,arrow:number,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:number,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9931977987289429,question:number,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:number,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.99592125415802,mapping:animal,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:animal,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9942477345466614,arrow:temperature,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:temperature,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.7381325960159302,alternation:number,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:number,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9862603545188904,question:animal,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:animal,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9862967133522034,mapping:color,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:color,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.985019862651825,arrow:direction,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:direction,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9901353716850281,alternation:color,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:color,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9989102482795715,question:color,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:color,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9857885241508484,alternation:magnitude,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:magnitude,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9087222814559937,alternation:geography,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:geography,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9969861507415771,arrow:animal,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:animal,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9956275224685669,arrow:magnitude,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:magnitude,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9617794156074524,mapping:geography,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:geography,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9974871277809143,mapping:magnitude,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:magnitude,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9675858616828918,alternation:temperature,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:temperature,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.97708660364151,arrow:geography,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:geography,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9939910769462585,arrow:color,27,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:color,27,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
