accuracy_delta,example_id,head,js_damage,layer,margin_delta,mode,model_depth,model_seed,predicate,required_path,stage,status
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0,2.7552445658329816e-08,6,0.21777725219726562,zero,8,11,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1,3.816360560904286e-08,6,0.1502695083618164,zero,8,11,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2,2.1053773480161908e-07,6,0.4326286315917969,zero,8,11,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,3,1.0027639518739306e-07,6,0.32110595703125,zero,8,11,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0,3.1773430464454577e-07,7,0.5896139144897461,zero,8,11,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1,4.46939765197385e-08,7,0.16478729248046875,zero,8,11,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2,1.9943973939007265e-07,7,0.39740753173828125,zero,8,11,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,3,1.1378668318684504e-07,7,0.3804607391357422,zero,8,11,isAncestor,8,s1,
-1,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,0.6851696372032166,0,-13.813611030578613,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,0.0023963311687111855,0,-0.43848514556884766,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,0.0007066797697916627,0,-0.031632423400878906,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,4.823140625376254e-05,0,-0.5551929473876953,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,6.604608643101528e-06,1,0.24451065063476562,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,2.80824133369606e-06,1,0.0706186294555664,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,3.097400622209534e-06,1,0.16344451904296875,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,1.4728948372066952e-06,1,-0.06358051300048828,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,2.0797106117242947e-06,2,0.1352710723876953,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,1.3635326467920095e-06,2,0.09246063232421875,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,4.650984919862822e-06,2,0.20459365844726562,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,3.7508943933062255e-06,2,0.17829132080078125,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,5.9614540077745914e-06,3,0.22500896453857422,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,1.3787859643343836e-05,3,0.3623991012573242,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,4.363639163784683e-06,3,0.17552947998046875,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,1.0919284250121564e-05,3,0.2926006317138672,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,8.364804671145976e-07,4,0.08301448822021484,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,1.7439502698834985e-05,4,0.4068574905395508,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,8.75969635671936e-06,4,0.27908992767333984,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,8.883282134775072e-06,4,0.2871675491333008,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,7.931685104267672e-06,5,0.24891376495361328,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,6.0385609685909e-06,5,0.22739219665527344,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,2.2423002519644797e-05,5,0.4840202331542969,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,5.626461643259972e-06,5,0.22638416290283203,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,3.999675755039789e-07,6,0.051990509033203125,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,1.7730453691910952e-06,6,0.11427593231201172,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,1.1292377166682854e-05,6,0.30964183807373047,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,2.720047632465139e-06,6,0.13984298706054688,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,8.03837610874325e-06,7,0.2433156967163086,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,4.712965164799243e-06,7,0.20145034790039062,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,1.127328141592443e-05,7,0.31249332427978516,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,8.768220141064376e-07,7,0.06321144104003906,zero,8,11,isAncestor,6,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0,0.01587095484137535,0,-6.428652763366699,zero,8,11,isAncestor,4,s1,
1,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1,0.3846103549003601,0,4.53092098236084,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,2,0.03520185500383377,0,1.689718246459961,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,3,0.0023732767440378666,0,-0.7907485961914062,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0,2.7473215595819056e-06,1,0.0075778961181640625,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1,2.299610059708357e-05,1,0.054759979248046875,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,2,2.4205073714256287e-05,1,0.06398773193359375,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,3,1.0624262358760461e-06,1,0.00154876708984375,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0,8.796714246273041e-05,2,0.12346458435058594,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1,1.751113450154662e-05,2,-0.05593299865722656,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,2,3.360287519171834e-05,2,0.07624244689941406,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,3,1.9370345398783684e-06,2,0.016246795654296875,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0,1.8384162103757262e-06,3,-0.011411666870117188,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1,0.00029868539422750473,3,0.2225971221923828,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,2,2.854678314179182e-05,3,-0.07084465026855469,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,3,0.0002014947822317481,3,-0.19809722900390625,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0,1.1237716535106301e-06,4,-0.01392364501953125,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1,0.00020868168212473392,4,0.18718338012695312,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,2,1.5525962226092815e-05,4,0.05087089538574219,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,3,2.774031599983573e-06,4,0.017429351806640625,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0,2.451485488563776e-05,5,-0.06368064880371094,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1,3.281189128756523e-05,5,0.0755615234375,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,2,0.0001961707603186369,5,0.18182945251464844,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,3,4.591420292854309e-06,5,0.027492523193359375,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0,3.5939214285463095e-05,6,-0.0822601318359375,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1,7.919210474938154e-06,6,-0.036334991455078125,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,2,2.945412416011095e-05,6,-0.06905555725097656,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,3,5.7204742915928364e-05,6,-0.10338211059570312,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,0,0.00014833558816462755,7,-0.168487548828125,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,1,3.777298843488097e-06,7,0.023374557495117188,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,2,4.403904313221574e-06,7,-0.015544891357421875,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D24:d4:b2:N4:t1:paligned:tree307:i1,3,0.00015212700236588717,7,-0.17263221740722656,zero,8,11,isAncestor,4,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,0,2.039628816419281e-05,0,-2.9725112915039062,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1,0.010657092556357384,0,-7.672978401184082,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,2,0.00021677548647858202,0,-4.591187477111816,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,3,3.43679914749373e-07,0,-0.2707643508911133,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,0,1.4892248145770282e-07,1,-0.17873287200927734,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1,4.799466069016489e-08,1,0.25242137908935547,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,2,1.1379788134036062e-07,1,-0.3856515884399414,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,3,4.351276672309723e-08,1,-0.09134387969970703,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,0,7.64454455293162e-09,2,-0.07768058776855469,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1,7.1741457219332005e-09,2,0.002696990966796875,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,2,2.4733594727877062e-08,2,-0.15770721435546875,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,3,3.4860235587075294e-08,2,-0.29799461364746094,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,0,1.3674402055130486e-08,3,0.06890487670898438,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1,4.25176693852336e-08,3,0.25379085540771484,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,2,1.0254103699480765e-07,3,0.2729940414428711,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,3,2.6681323106458876e-07,3,0.6464719772338867,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,0,7.3189880822610576e-09,4,0.03010272979736328,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1,8.809614371330099e-08,4,0.3504524230957031,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,2,5.4099018598208204e-08,4,0.19362640380859375,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,3,7.753516229058732e-08,4,0.312713623046875,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,0,9.208015683270787e-08,5,0.25113773345947266,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1,6.416109954443527e-08,5,0.24048519134521484,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,2,6.76957938594569e-08,5,0.2806253433227539,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,3,2.955146527483521e-08,5,0.08660030364990234,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,0,1.5846758572024555e-08,6,0.05667304992675781,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1,3.5288806543576356e-08,6,0.18633460998535156,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,2,2.0437693137864699e-07,6,0.5731725692749023,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,3,9.301388104177022e-08,6,0.33112621307373047,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,0,3.1743786621518666e-07,7,0.6823110580444336,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,1,5.2935519079255755e-08,7,0.23692035675048828,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,2,1.8048137917503482e-07,7,0.43245792388916016,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D32:d3:b2:N4:t2:paligned:tree211:i2,3,1.1159835366925108e-07,7,0.37088775634765625,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0,0.0002832549507729709,0,-4.002335548400879,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1,0.030529804527759552,0,-7.7174577713012695,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2,0.0007904571248218417,0,-3.5143632888793945,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3,3.7510415040742373e-06,0,0.6313877105712891,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0,3.802128105689917e-07,1,-0.05715656280517578,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1,1.9141828033752972e-07,1,0.004418373107910156,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2,4.16637249145424e-07,1,-0.1424102783203125,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3,2.4108635443553794e-07,1,0.16350746154785156,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0,3.77862647837901e-08,2,0.010731697082519531,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1,6.770511618015007e-08,2,0.07559585571289062,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2,1.0565850061539095e-06,2,0.3749866485595703,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3,1.0582562026684172e-07,2,0.0815877914428711,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0,4.6665672925882973e-07,3,0.24211883544921875,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1,1.6281001080642454e-07,3,-0.02863788604736328,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2,4.687949513026979e-07,3,0.14111709594726562,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3,2.254958417324815e-06,3,0.6003150939941406,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0,1.0514236237213481e-07,4,0.13472747802734375,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1,3.89318984161946e-07,4,0.1087331771850586,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2,4.277765128790634e-07,4,0.19454383850097656,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3,5.72173803448095e-07,4,0.28871631622314453,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0,6.061602562112967e-07,5,0.3092508316040039,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1,1.5640500805602642e-07,5,0.09579944610595703,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2,1.9292065189802088e-07,5,0.1279439926147461,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3,1.5624937077518553e-07,5,0.11796855926513672,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0,1.640810296521522e-07,6,0.1874523162841797,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1,1.8434241155773634e-07,6,0.1359996795654297,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2,9.73506985246786e-07,6,0.32671356201171875,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3,3.071701257795212e-07,6,0.21680545806884766,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,0,1.3711244264413835e-06,7,0.47382164001464844,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,1,2.4364669570786646e-07,7,0.13671302795410156,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,2,9.384968961967388e-07,7,0.3568429946899414,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N4:t2:paligned:tree101:i10002,3,7.469375304935966e-07,7,0.35764408111572266,zero,8,11,isAncestor,3,s1,
-1,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0,0.6845883131027222,0,-13.936942100524902,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1,0.006367734633386135,0,-1.9438295364379883,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2,0.0012898531276732683,0,-0.6373100280761719,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3,1.3934237358625978e-05,0,-0.2399768829345703,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0,3.2037605706136674e-06,1,0.20623779296875,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1,1.7329502952634357e-06,1,0.02885723114013672,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2,5.015655915485695e-06,1,0.25504398345947266,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3,5.4849333537276834e-06,1,-0.21025753021240234,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0,5.0715243560262024e-06,2,-0.24903488159179688,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1,4.411431291373447e-06,2,0.1863536834716797,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2,7.823282430763356e-07,2,0.043636322021484375,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3,2.2359836293617263e-06,2,0.14386367797851562,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0,2.2387957869796082e-06,3,0.1472463607788086,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1,4.842886482947506e-07,3,-0.06978034973144531,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2,1.9946674001403153e-06,3,0.09984779357910156,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3,8.64871617523022e-06,3,0.20895671844482422,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0,1.4338747860165313e-06,4,0.10840320587158203,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1,9.118924936046824e-06,4,0.3227548599243164,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2,7.959737558849156e-06,4,0.2949104309082031,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3,8.653216355014592e-06,4,0.3270425796508789,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0,9.414925443707034e-06,5,0.2681894302368164,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1,4.083376552443951e-06,5,0.20279884338378906,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2,1.661352871451527e-05,5,0.4980478286743164,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3,1.197582605527714e-06,5,0.10516643524169922,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0,6.209183993632905e-07,6,0.07487964630126953,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1,1.8387891032034531e-06,6,0.12799644470214844,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2,1.1295942385913804e-05,6,0.3464813232421875,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3,2.6073721528518945e-06,6,0.10899066925048828,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0,8.568800694774836e-06,7,0.2720317840576172,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1,4.420984623720869e-06,7,0.22980308532714844,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2,1.0038718755822629e-05,7,0.31943702697753906,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3,1.4986489986767992e-06,7,0.07109832763671875,zero,8,11,isAncestor,3,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0,6.3059833337320015e-06,0,0.40084075927734375,role_matched_replace,8,11,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1,1.7938355085789226e-06,0,-0.11803150177001953,role_matched_replace,8,11,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2,0.00015480747970286757,0,-0.8407382965087891,role_matched_replace,8,11,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3,1.5894063835730776e-05,0,0.986210823059082,role_matched_replace,8,11,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0,1.5804732811375288e-07,1,0.008775711059570312,role_matched_replace,8,11,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1,9.821968660617131e-08,1,0.04292583465576172,role_matched_replace,8,11,isAncestor,1,s1,
