condition,correct,example_id,margin,prediction,rank,seed,target
fact_mismatch,1,1005,29.522260665893555,6,1,11,6
rule_lhs_mismatch,1,1006,31.494495391845703,6,1,11,6
consequent_swap,1,1007,11.539922714233398,58,1,11,58
entailed,1,1008,12.811363220214844,69,1,11,69
fact_mismatch,1,1009,21.750886917114258,6,1,11,6
rule_lhs_mismatch,1,1010,22.030906677246094,6,1,11,6
consequent_swap,1,1011,11.556879043579102,41,1,11,41
entailed,1,1012,11.556879043579102,41,1,11,41
fact_mismatch,1,1013,20.441133499145508,6,1,11,6
rule_lhs_mismatch,1,1014,26.0140323638916,6,1,11,6
consequent_swap,1,1015,13.23427963256836,68,1,11,68
entailed,1,1016,11.563434600830078,26,1,11,26
fact_mismatch,1,1017,23.29522705078125,6,1,11,6
rule_lhs_mismatch,1,1018,20.149511337280273,6,1,11,6
consequent_swap,1,1019,13.252321243286133,38,1,11,38
entailed,1,1020,12.518598556518555,16,1,11,16
fact_mismatch,1,1021,24.389196395874023,6,1,11,6
rule_lhs_mismatch,1,1022,28.483715057373047,6,1,11,6
consequent_swap,1,1023,8.678179740905762,64,1,11,64
entailed,1,0,12.118663787841797,26,1,23,26
fact_mismatch,1,1,30.5616512298584,6,1,23,6
rule_lhs_mismatch,1,2,34.62903594970703,6,1,23,6
consequent_swap,1,3,12.111284255981445,34,1,23,34
entailed,1,4,12.397309303283691,16,1,23,16
fact_mismatch,1,5,21.372806549072266,6,1,23,6
rule_lhs_mismatch,1,6,11.199338912963867,6,1,23,6
consequent_swap,1,7,14.093667030334473,55,1,23,55
entailed,1,8,7.315568923950195,64,1,23,64
fact_mismatch,1,9,19.396141052246094,6,1,23,6
rule_lhs_mismatch,1,10,15.172677993774414,6,1,23,6
consequent_swap,1,11,7.967741012573242,8,1,23,8
entailed,1,12,11.131692886352539,31,1,23,31
fact_mismatch,1,13,10.70606803894043,6,1,23,6
rule_lhs_mismatch,1,14,25.984142303466797,6,1,23,6
consequent_swap,1,15,10.059333801269531,67,1,23,67
entailed,1,16,12.47867488861084,57,1,23,57
fact_mismatch,1,17,28.46115493774414,6,1,23,6
rule_lhs_mismatch,1,18,14.096844673156738,6,1,23,6
consequent_swap,1,19,10.488870620727539,11,1,23,11
entailed,1,20,11.462260246276855,17,1,23,17
fact_mismatch,1,21,36.879241943359375,6,1,23,6
rule_lhs_mismatch,1,22,24.621994018554688,6,1,23,6
consequent_swap,1,23,11.57999038696289,35,1,23,35
entailed,1,24,8.386001586914062,15,1,23,15
fact_mismatch,1,25,27.346649169921875,6,1,23,6
rule_lhs_mismatch,1,26,14.356088638305664,6,1,23,6
consequent_swap,1,27,11.769523620605469,30,1,23,30
entailed,1,28,10.097150802612305,65,1,23,65
fact_mismatch,1,29,20.89984130859375,6,1,23,6
rule_lhs_mismatch,1,30,29.508869171142578,6,1,23,6
consequent_swap,1,31,11.352437973022461,17,1,23,17
entailed,1,32,11.595945358276367,36,1,23,36
fact_mismatch,1,33,35.05337905883789,6,1,23,6
rule_lhs_mismatch,1,34,28.89577865600586,6,1,23,6
consequent_swap,1,35,8.537781715393066,22,1,23,22
entailed,1,36,12.399478912353516,34,1,23,34
fact_mismatch,1,37,24.316238403320312,6,1,23,6
rule_lhs_mismatch,1,38,13.029655456542969,6,1,23,6
consequent_swap,1,39,12.466669082641602,30,1,23,30
entailed,1,40,8.567550659179688,70,1,23,70
fact_mismatch,1,41,28.16364288330078,6,1,23,6
rule_lhs_mismatch,1,42,23.41653823852539,6,1,23,6
consequent_swap,1,43,11.293006896972656,45,1,23,45
entailed,1,44,9.928028106689453,46,1,23,46
fact_mismatch,1,45,27.516069412231445,6,1,23,6
rule_lhs_mismatch,1,46,16.082260131835938,6,1,23,6
consequent_swap,1,47,11.085991859436035,49,1,23,49
entailed,1,48,11.588665008544922,25,1,23,25
fact_mismatch,1,49,38.111637115478516,6,1,23,6
rule_lhs_mismatch,1,50,27.35901641845703,6,1,23,6
consequent_swap,1,51,13.196030616760254,32,1,23,32
entailed,1,52,11.538968086242676,49,1,23,49
fact_mismatch,1,53,8.897686004638672,6,1,23,6
rule_lhs_mismatch,1,54,29.398731231689453,6,1,23,6
consequent_swap,1,55,6.364839553833008,8,1,23,8
entailed,1,56,10.00330638885498,63,1,23,63
fact_mismatch,1,57,35.82402038574219,6,1,23,6
rule_lhs_mismatch,1,58,29.441574096679688,6,1,23,6
consequent_swap,1,59,7.272674560546875,15,1,23,15
entailed,1,60,8.00271987915039,19,1,23,19
fact_mismatch,1,61,30.310352325439453,6,1,23,6
rule_lhs_mismatch,1,62,23.21656608581543,6,1,23,6
consequent_swap,1,63,6.660564422607422,20,1,23,20
entailed,1,64,8.362558364868164,35,1,23,35
fact_mismatch,1,65,29.010221481323242,6,1,23,6
rule_lhs_mismatch,1,66,13.244499206542969,6,1,23,6
consequent_swap,1,67,12.051669120788574,9,1,23,9
entailed,1,68,8.878559112548828,10,1,23,10
fact_mismatch,1,69,22.132339477539062,6,1,23,6
rule_lhs_mismatch,1,70,27.61760902404785,6,1,23,6
consequent_swap,1,71,10.279727935791016,64,1,23,64
entailed,1,72,12.333413124084473,57,1,23,57
fact_mismatch,1,73,27.449359893798828,6,1,23,6
rule_lhs_mismatch,1,74,26.12613296508789,6,1,23,6
consequent_swap,1,75,9.036920547485352,10,1,23,10
entailed,1,76,8.92341136932373,48,1,23,48
fact_mismatch,1,77,30.108909606933594,6,1,23,6
rule_lhs_mismatch,1,78,32.866695404052734,6,1,23,6
consequent_swap,1,79,11.769523620605469,30,1,23,30
entailed,1,80,18.25214385986328,53,1,23,53
fact_mismatch,1,81,12.412960052490234,6,1,23,6
rule_lhs_mismatch,1,82,31.092870712280273,6,1,23,6
consequent_swap,1,83,12.230443954467773,7,1,23,7
entailed,1,84,11.010139465332031,39,1,23,39
fact_mismatch,1,85,11.856739044189453,6,1,23,6
rule_lhs_mismatch,1,86,25.823280334472656,6,1,23,6
consequent_swap,1,87,8.386001586914062,15,1,23,15
entailed,1,88,10.664311408996582,11,1,23,11
fact_mismatch,1,89,36.89189147949219,6,1,23,6
rule_lhs_mismatch,1,90,36.353397369384766,6,1,23,6
consequent_swap,1,91,13.749490737915039,37,1,23,37
entailed,1,92,10.91161823272705,25,1,23,25
fact_mismatch,1,93,33.28614807128906,6,1,23,6
rule_lhs_mismatch,1,94,28.640575408935547,6,1,23,6
consequent_swap,1,95,9.16590690612793,29,1,23,29
entailed,1,96,10.99942398071289,58,1,23,58
fact_mismatch,1,97,19.71501922607422,6,1,23,6
rule_lhs_mismatch,1,98,28.495847702026367,6,1,23,6
consequent_swap,1,99,11.746414184570312,30,1,23,30
entailed,1,100,7.244765281677246,66,1,23,66
fact_mismatch,1,101,22.734695434570312,6,1,23,6
rule_lhs_mismatch,1,102,22.45036506652832,6,1,23,6
consequent_swap,1,103,8.290966033935547,59,1,23,59
entailed,1,104,9.961976051330566,17,1,23,17
fact_mismatch,1,105,16.993913650512695,6,1,23,6
rule_lhs_mismatch,1,106,17.09043312072754,6,1,23,6
consequent_swap,1,107,11.930665969848633,51,1,23,51
entailed,1,108,9.647212028503418,11,1,23,11
fact_mismatch,1,109,32.931915283203125,6,1,23,6
rule_lhs_mismatch,1,110,25.11018180847168,6,1,23,6
consequent_swap,1,111,9.736909866333008,25,1,23,25
entailed,1,112,13.837725639343262,27,1,23,27
fact_mismatch,1,113,30.131160736083984,6,1,23,6
rule_lhs_mismatch,1,114,33.12986373901367,6,1,23,6
consequent_swap,1,115,14.196563720703125,35,1,23,35
entailed,1,116,11.409310340881348,21,1,23,21
fact_mismatch,1,117,21.37103271484375,6,1,23,6
rule_lhs_mismatch,1,118,21.857603073120117,6,1,23,6
consequent_swap,1,119,11.746414184570312,30,1,23,30
entailed,1,120,12.657222747802734,40,1,23,40
fact_mismatch,1,121,37.19358825683594,6,1,23,6
rule_lhs_mismatch,1,122,27.146484375,6,1,23,6
consequent_swap,1,123,16.195262908935547,70,1,23,70
entailed,1,124,11.01243782043457,9,1,23,9
fact_mismatch,1,125,29.534528732299805,6,1,23,6
rule_lhs_mismatch,1,126,30.395715713500977,6,1,23,6
consequent_swap,1,127,6.364839553833008,8,1,23,8
entailed,1,128,9.725015640258789,61,1,23,61
fact_mismatch,1,129,26.768081665039062,6,1,23,6
rule_lhs_mismatch,1,130,29.86178207397461,6,1,23,6
consequent_swap,1,131,10.366888046264648,33,1,23,33
entailed,1,132,10.826421737670898,9,1,23,9
fact_mismatch,1,133,12.65304183959961,6,1,23,6
rule_lhs_mismatch,1,134,21.227426528930664,6,1,23,6
consequent_swap,1,135,13.43844223022461,7,1,23,7
entailed,1,136,13.77739429473877,14,1,23,14
fact_mismatch,1,137,14.569869995117188,6,1,23,6
rule_lhs_mismatch,1,138,27.45099639892578,6,1,23,6
consequent_swap,1,139,11.529279708862305,45,1,23,45
entailed,1,140,9.463459014892578,15,1,23,15
fact_mismatch,1,141,14.137527465820312,6,1,23,6
rule_lhs_mismatch,1,142,34.36104965209961,6,1,23,6
consequent_swap,1,143,12.463054656982422,39,1,23,39
entailed,1,144,10.044989585876465,53,1,23,53
fact_mismatch,1,145,14.228225708007812,6,1,23,6
rule_lhs_mismatch,1,146,30.737003326416016,6,1,23,6
consequent_swap,1,147,10.168306350708008,29,1,23,29
entailed,1,148,9.541974067687988,62,1,23,62
fact_mismatch,1,149,35.14287185668945,6,1,23,6
rule_lhs_mismatch,1,150,21.095382690429688,6,1,23,6
consequent_swap,1,151,7.822585105895996,59,1,23,59
entailed,1,152,16.335948944091797,70,1,23,70
fact_mismatch,1,153,32.02882385253906,6,1,23,6
rule_lhs_mismatch,1,154,31.700271606445312,6,1,23,6
consequent_swap,1,155,10.460864067077637,27,1,23,27
entailed,1,156,12.350645065307617,24,1,23,24
fact_mismatch,1,157,33.87877655029297,6,1,23,6
rule_lhs_mismatch,1,158,19.44293212890625,6,1,23,6
consequent_swap,1,159,10.691264152526855,50,1,23,50
entailed,1,160,10.498519897460938,22,1,23,22
fact_mismatch,1,161,30.8377685546875,6,1,23,6
rule_lhs_mismatch,1,162,20.215187072753906,6,1,23,6
consequent_swap,1,163,16.222007751464844,53,1,23,53
entailed,1,164,14.650762557983398,54,1,23,54
fact_mismatch,1,165,24.06424331665039,6,1,23,6
rule_lhs_mismatch,1,166,31.439884185791016,6,1,23,6
consequent_swap,1,167,12.947555541992188,34,1,23,34
entailed,1,168,11.082670211791992,42,1,23,42
fact_mismatch,1,169,27.940338134765625,6,1,23,6
rule_lhs_mismatch,1,170,3.9509429931640625,6,1,23,6
consequent_swap,1,171,10.508918762207031,25,1,23,25
entailed,1,172,9.146919250488281,63,1,23,63
fact_mismatch,1,173,23.188154220581055,6,1,23,6
rule_lhs_mismatch,1,174,7.611726760864258,6,1,23,6
consequent_swap,1,175,11.776174545288086,42,1,23,42
entailed,1,176,13.960403442382812,23,1,23,23
fact_mismatch,1,177,23.828615188598633,6,1,23,6
rule_lhs_mismatch,1,178,29.330856323242188,6,1,23,6
consequent_swap,1,179,11.276728630065918,37,1,23,37
entailed,1,180,9.012260437011719,31,1,23,31
fact_mismatch,1,181,31.810531616210938,6,1,23,6
rule_lhs_mismatch,1,182,13.563299179077148,6,1,23,6
consequent_swap,1,183,11.352437973022461,17,1,23,17
entailed,1,184,12.483773231506348,70,1,23,70
fact_mismatch,1,185,31.220556259155273,6,1,23,6
rule_lhs_mismatch,1,186,23.878536224365234,6,1,23,6
consequent_swap,1,187,11.849810600280762,45,1,23,45
entailed,1,188,12.555841445922852,36,1,23,36
fact_mismatch,1,189,19.44784927368164,6,1,23,6
rule_lhs_mismatch,1,190,19.40134048461914,6,1,23,6
consequent_swap,1,191,10.422191619873047,19,1,23,19
entailed,1,192,10.62324333190918,10,1,23,10
fact_mismatch,1,193,29.069129943847656,6,1,23,6
rule_lhs_mismatch,1,194,22.884613037109375,6,1,23,6
consequent_swap,1,195,9.5897798538208,65,1,23,65
entailed,1,196,9.44562816619873,18,1,23,18
fact_mismatch,1,197,30.80251121520996,6,1,23,6
rule_lhs_mismatch,1,198,14.690702438354492,6,1,23,6
consequent_swap,1,199,9.286300659179688,41,1,23,41
entailed,1,200,11.07141399383545,69,1,23,69
fact_mismatch,1,201,25.9024600982666,6,1,23,6
rule_lhs_mismatch,1,202,33.21434020996094,6,1,23,6
consequent_swap,1,203,8.852906227111816,14,1,23,14
entailed,1,204,5.719696044921875,66,1,23,66
fact_mismatch,1,205,35.46739196777344,6,1,23,6
rule_lhs_mismatch,1,206,30.655759811401367,6,1,23,6
consequent_swap,1,207,12.714967727661133,70,1,23,70
entailed,1,208,11.360851287841797,24,1,23,24
fact_mismatch,1,209,8.808168411254883,6,1,23,6
rule_lhs_mismatch,1,210,26.632957458496094,6,1,23,6
consequent_swap,1,211,11.71884536743164,46,1,23,46
entailed,1,212,11.844685554504395,13,1,23,13
fact_mismatch,1,213,25.911352157592773,6,1,23,6
rule_lhs_mismatch,1,214,20.205217361450195,6,1,23,6
consequent_swap,1,215,8.63006591796875,29,1,23,29
entailed,1,216,12.657222747802734,40,1,23,40
fact_mismatch,1,217,28.598331451416016,6,1,23,6
rule_lhs_mismatch,1,218,30.925355911254883,6,1,23,6
consequent_swap,1,219,12.965971946716309,45,1,23,45
entailed,1,220,8.552312850952148,39,1,23,39
fact_mismatch,1,221,36.65744400024414,6,1,23,6
rule_lhs_mismatch,1,222,25.11270523071289,6,1,23,6
consequent_swap,1,223,9.135470390319824,50,1,23,50
entailed,1,224,9.642998695373535,34,1,23,34
fact_mismatch,1,225,36.42681884765625,6,1,23,6
rule_lhs_mismatch,1,226,24.848987579345703,6,1,23,6
consequent_swap,1,227,11.538968086242676,49,1,23,49
entailed,1,228,14.055305480957031,55,1,23,55
fact_mismatch,1,229,37.47428894042969,6,1,23,6
rule_lhs_mismatch,1,230,27.51371955871582,6,1,23,6
consequent_swap,1,231,9.418498039245605,15,1,23,15
entailed,1,232,9.733827590942383,15,1,23,15
fact_mismatch,1,233,20.11903953552246,6,1,23,6
rule_lhs_mismatch,1,234,23.14807891845703,6,1,23,6
consequent_swap,1,235,10.864757537841797,62,1,23,62
entailed,1,236,10.879487991333008,67,1,23,67
fact_mismatch,1,237,22.99298095703125,6,1,23,6
rule_lhs_mismatch,1,238,36.31161117553711,6,1,23,6
consequent_swap,1,239,8.182640075683594,64,1,23,64
entailed,1,240,11.595945358276367,36,1,23,36
fact_mismatch,1,241,31.337846755981445,6,1,23,6
rule_lhs_mismatch,1,242,37.06916046142578,6,1,23,6
consequent_swap,1,243,11.64893913269043,49,1,23,49
entailed,1,244,10.91161823272705,25,1,23,25
fact_mismatch,1,245,15.659284591674805,6,1,23,6
rule_lhs_mismatch,1,246,35.89164352416992,6,1,23,6
consequent_swap,1,247,10.94043254852295,43,1,23,43
entailed,1,248,7.541150093078613,52,1,23,52
fact_mismatch,1,249,29.555339813232422,6,1,23,6
rule_lhs_mismatch,1,250,28.77358627319336,6,1,23,6
consequent_swap,1,251,10.144853591918945,18,1,23,18
entailed,1,252,10.404637336730957,23,1,23,23
fact_mismatch,1,253,27.26540184020996,6,1,23,6
rule_lhs_mismatch,1,254,26.12613296508789,6,1,23,6
consequent_swap,1,255,9.16590690612793,29,1,23,29
entailed,1,256,8.455453872680664,19,1,23,19
fact_mismatch,1,257,27.946075439453125,6,1,23,6
rule_lhs_mismatch,1,258,23.685470581054688,6,1,23,6
consequent_swap,1,259,12.397309303283691,16,1,23,16
entailed,1,260,6.301346778869629,48,1,23,48
fact_mismatch,1,261,24.815338134765625,6,1,23,6
rule_lhs_mismatch,1,262,16.597820281982422,6,1,23,6
consequent_swap,1,263,11.84627628326416,47,1,23,47
entailed,1,264,8.771615982055664,19,1,23,19
fact_mismatch,1,265,25.01767921447754,6,1,23,6
rule_lhs_mismatch,1,266,29.841468811035156,6,1,23,6
consequent_swap,1,267,9.169347763061523,17,1,23,17
entailed,1,268,13.43844223022461,7,1,23,7
fact_mismatch,1,269,30.850780487060547,6,1,23,6
rule_lhs_mismatch,1,270,35.98590087890625,6,1,23,6
consequent_swap,1,271,15.984041213989258,53,1,23,53
entailed,1,272,9.302614212036133,36,1,23,36
fact_mismatch,1,273,30.193058013916016,6,1,23,6
rule_lhs_mismatch,1,274,31.815378189086914,6,1,23,6
consequent_swap,1,275,11.71884536743164,46,1,23,46
entailed,1,276,14.948585510253906,70,1,23,70
fact_mismatch,1,277,29.661888122558594,6,1,23,6
rule_lhs_mismatch,1,278,27.984561920166016,6,1,23,6
consequent_swap,1,279,11.855131149291992,62,1,23,62
entailed,1,280,10.806148529052734,37,1,23,37
fact_mismatch,1,281,21.942012786865234,6,1,23,6
rule_lhs_mismatch,1,282,25.03435516357422,6,1,23,6
consequent_swap,1,283,8.808796882629395,46,1,23,46
entailed,1,284,8.415699005126953,64,1,23,64
fact_mismatch,1,285,15.422544479370117,6,1,23,6
rule_lhs_mismatch,1,286,36.87677764892578,6,1,23,6
consequent_swap,1,287,9.16590690612793,29,1,23,29
entailed,1,288,12.657617568969727,16,1,23,16
fact_mismatch,1,289,21.15740203857422,6,1,23,6
rule_lhs_mismatch,1,290,13.008966445922852,6,1,23,6
consequent_swap,1,291,11.913174629211426,26,1,23,26
entailed,1,292,12.757568359375,25,1,23,25
fact_mismatch,1,293,36.94308853149414,6,1,23,6
rule_lhs_mismatch,1,294,22.572214126586914,6,1,23,6
consequent_swap,1,295,10.059333801269531,67,1,23,67
entailed,1,296,11.343801498413086,58,1,23,58
fact_mismatch,1,297,28.88410186767578,6,1,23,6
rule_lhs_mismatch,1,298,8.891853332519531,6,1,23,6
consequent_swap,1,299,11.343801498413086,58,1,23,58
entailed,1,300,9.036920547485352,10,1,23,10
fact_mismatch,1,301,31.282672882080078,6,1,23,6
rule_lhs_mismatch,1,302,23.79254150390625,6,1,23,6
consequent_swap,1,303,8.262139320373535,59,1,23,59
entailed,1,304,11.920897483825684,44,1,23,44
fact_mismatch,1,305,22.997339248657227,6,1,23,6
rule_lhs_mismatch,1,306,36.370880126953125,6,1,23,6
consequent_swap,1,307,8.63006591796875,29,1,23,29
entailed,1,308,13.230642318725586,27,1,23,27
fact_mismatch,1,309,19.460872650146484,6,1,23,6
rule_lhs_mismatch,1,310,28.08938217163086,6,1,23,6
consequent_swap,1,311,10.803609848022461,68,1,23,68
entailed,1,312,14.317432403564453,54,1,23,54
fact_mismatch,1,313,26.84821891784668,6,1,23,6
rule_lhs_mismatch,1,314,19.73656463623047,6,1,23,6
consequent_swap,1,315,9.150465965270996,61,1,23,61
entailed,1,316,12.209637641906738,57,1,23,57
fact_mismatch,1,317,17.745275497436523,6,1,23,6
rule_lhs_mismatch,1,318,25.462947845458984,6,1,23,6
consequent_swap,1,319,9.266858100891113,11,1,23,11
entailed,1,320,9.44562816619873,18,1,23,18
fact_mismatch,1,321,21.71242332458496,6,1,23,6
rule_lhs_mismatch,1,322,25.36618423461914,6,1,23,6
consequent_swap,1,323,7.34964656829834,59,1,23,59
entailed,1,324,11.48119068145752,28,1,23,28
fact_mismatch,1,325,16.33730697631836,6,1,23,6
rule_lhs_mismatch,1,326,27.431432723999023,6,1,23,6
consequent_swap,1,327,11.53727912902832,9,1,23,9
entailed,1,328,12.722858428955078,35,1,23,35
fact_mismatch,1,329,31.39226531982422,6,1,23,6
rule_lhs_mismatch,1,330,28.063230514526367,6,1,23,6
consequent_swap,1,331,11.146428108215332,58,1,23,58
entailed,1,332,11.514068603515625,14,1,23,14
fact_mismatch,1,333,36.48528289794922,6,1,23,6
rule_lhs_mismatch,1,334,26.92862319946289,6,1,23,6
consequent_swap,1,335,9.377793312072754,31,1,23,31
entailed,1,336,7.779138565063477,28,1,23,28
fact_mismatch,1,337,22.857845306396484,6,1,23,6
rule_lhs_mismatch,1,338,8.811042785644531,6,1,23,6
consequent_swap,1,339,4.352478981018066,53,1,23,53
entailed,1,340,9.817615509033203,34,1,23,34
fact_mismatch,1,341,17.8840389251709,6,1,23,6
rule_lhs_mismatch,1,342,28.29388427734375,6,1,23,6
consequent_swap,1,343,10.097150802612305,65,1,23,65
entailed,1,344,10.463935852050781,52,1,23,52
fact_mismatch,1,345,31.40868377685547,6,1,23,6
rule_lhs_mismatch,1,346,30.74076271057129,6,1,23,6
consequent_swap,1,347,10.065990447998047,20,1,23,20
entailed,1,348,11.462260246276855,17,1,23,17
fact_mismatch,1,349,17.95438003540039,6,1,23,6
rule_lhs_mismatch,1,350,19.54070472717285,6,1,23,6
consequent_swap,1,351,11.146428108215332,58,1,23,58
entailed,1,352,13.23094367980957,26,1,23,26
fact_mismatch,1,353,20.85826301574707,6,1,23,6
rule_lhs_mismatch,1,354,30.975143432617188,6,1,23,6
consequent_swap,1,355,13.231204986572266,55,1,23,55
entailed,1,356,7.889320373535156,26,1,23,26
fact_mismatch,1,357,36.254730224609375,6,1,23,6
rule_lhs_mismatch,1,358,27.342065811157227,6,1,23,6
consequent_swap,1,359,10.864757537841797,62,1,23,62
entailed,1,360,12.04897689819336,12,1,23,12
fact_mismatch,1,361,26.372867584228516,6,1,23,6
rule_lhs_mismatch,1,362,27.09210205078125,6,1,23,6
consequent_swap,1,363,9.529793739318848,59,1,23,59
entailed,1,364,9.725015640258789,61,1,23,61
fact_mismatch,1,365,29.159832000732422,6,1,23,6
rule_lhs_mismatch,1,366,20.927366256713867,6,1,23,6
consequent_swap,1,367,7.822585105895996,59,1,23,59
entailed,1,368,11.311138153076172,39,1,23,39
fact_mismatch,1,369,28.12887191772461,6,1,23,6
rule_lhs_mismatch,1,370,19.919702529907227,6,1,23,6
consequent_swap,1,371,12.924116134643555,54,1,23,54
entailed,1,372,10.64320182800293,8,1,23,8
fact_mismatch,1,373,21.06321907043457,6,1,23,6
rule_lhs_mismatch,1,374,30.295886993408203,6,1,23,6
consequent_swap,1,375,7.645777702331543,19,1,23,19
entailed,1,376,9.500106811523438,59,1,23,59
fact_mismatch,1,377,29.345792770385742,6,1,23,6
rule_lhs_mismatch,1,378,33.672096252441406,6,1,23,6
consequent_swap,1,379,12.68439769744873,17,1,23,17
entailed,1,380,10.159911155700684,23,1,23,23
fact_mismatch,1,381,30.387489318847656,6,1,23,6
rule_lhs_mismatch,1,382,29.659385681152344,6,1,23,6
consequent_swap,1,383,10.821800231933594,23,1,23,23
entailed,1,384,9.91890811920166,38,1,23,38
fact_mismatch,1,385,21.485000610351562,6,1,23,6
rule_lhs_mismatch,1,386,24.042888641357422,6,1,23,6
consequent_swap,1,387,11.70755386352539,26,1,23,26
entailed,1,388,10.831722259521484,50,1,23,50
fact_mismatch,1,389,36.59672164916992,6,1,23,6
rule_lhs_mismatch,1,390,28.400623321533203,6,1,23,6
consequent_swap,1,391,9.331942558288574,69,1,23,69
entailed,1,392,13.093852996826172,30,1,23,30
fact_mismatch,1,393,30.34906005859375,6,1,23,6
rule_lhs_mismatch,1,394,10.13543701171875,6,1,23,6
consequent_swap,1,395,8.671051979064941,61,1,23,61
entailed,1,396,10.065990447998047,20,1,23,20
fact_mismatch,1,397,14.861515045166016,6,1,23,6
rule_lhs_mismatch,1,398,22.291114807128906,6,1,23,6
consequent_swap,1,399,10.524906158447266,44,1,23,44
entailed,1,400,13.669454574584961,45,1,23,45
fact_mismatch,1,401,24.971281051635742,6,1,23,6
rule_lhs_mismatch,1,402,30.655799865722656,6,1,23,6
consequent_swap,1,403,10.024014472961426,39,1,23,39
entailed,1,404,8.92341136932373,48,1,23,48
fact_mismatch,1,405,25.42719078063965,6,1,23,6
rule_lhs_mismatch,1,406,30.71121597290039,6,1,23,6
consequent_swap,1,407,10.168306350708008,29,1,23,29
entailed,1,408,12.86512279510498,28,1,23,28
fact_mismatch,1,409,37.51609420776367,6,1,23,6
rule_lhs_mismatch,1,410,35.319210052490234,6,1,23,6
consequent_swap,1,411,14.123617172241211,70,1,23,70
entailed,1,412,7.896346092224121,10,1,23,10
fact_mismatch,1,413,30.89630699157715,6,1,23,6
rule_lhs_mismatch,1,414,35.045894622802734,6,1,23,6
consequent_swap,1,415,10.433326721191406,16,1,23,16
entailed,1,416,11.152521133422852,63,1,23,63
fact_mismatch,1,417,31.108551025390625,6,1,23,6
rule_lhs_mismatch,1,418,14.964086532592773,6,1,23,6
consequent_swap,1,419,5.636622428894043,52,1,23,52
entailed,1,420,14.317432403564453,54,1,23,54
fact_mismatch,1,421,31.48974609375,6,1,23,6
rule_lhs_mismatch,1,422,20.897197723388672,6,1,23,6
consequent_swap,1,423,9.692401885986328,32,1,23,32
entailed,1,424,9.845303535461426,13,1,23,13
fact_mismatch,1,425,17.181365966796875,6,1,23,6
rule_lhs_mismatch,1,426,6.207624435424805,6,1,23,6
consequent_swap,1,427,11.382363319396973,47,1,23,47
entailed,1,428,7.645777702331543,19,1,23,19
fact_mismatch,1,429,32.35193634033203,6,1,23,6
rule_lhs_mismatch,1,430,27.5492000579834,6,1,23,6
consequent_swap,1,431,13.651455879211426,24,1,23,24
entailed,1,432,10.366888046264648,33,1,23,33
fact_mismatch,1,433,28.82074737548828,6,1,23,6
rule_lhs_mismatch,1,434,35.636375427246094,6,1,23,6
consequent_swap,1,435,14.76584529876709,28,1,23,28
entailed,1,436,9.343302726745605,59,1,23,59
fact_mismatch,1,437,32.64694595336914,6,1,23,6
rule_lhs_mismatch,1,438,35.06348419189453,6,1,23,6
consequent_swap,1,439,10.447585105895996,25,1,23,25
entailed,1,440,15.20039176940918,55,1,23,55
fact_mismatch,1,441,9.024175643920898,6,1,23,6
rule_lhs_mismatch,1,442,26.823711395263672,6,1,23,6
consequent_swap,1,443,11.436341285705566,68,1,23,68
entailed,1,444,13.127079963684082,35,1,23,35
fact_mismatch,1,445,21.880353927612305,6,1,23,6
rule_lhs_mismatch,1,446,21.369007110595703,6,1,23,6
consequent_swap,1,447,10.370356559753418,57,1,23,57
entailed,1,448,11.221813201904297,18,1,23,18
fact_mismatch,1,449,26.110816955566406,6,1,23,6
rule_lhs_mismatch,1,450,12.745705604553223,6,1,23,6
consequent_swap,1,451,11.199403762817383,68,1,23,68
entailed,1,452,11.01243782043457,9,1,23,9
fact_mismatch,1,453,23.8482666015625,6,1,23,6
rule_lhs_mismatch,1,454,16.621971130371094,6,1,23,6
consequent_swap,1,455,11.129701614379883,56,1,23,56
entailed,1,456,11.510889053344727,50,1,23,50
fact_mismatch,1,457,22.02809715270996,6,1,23,6
rule_lhs_mismatch,1,458,24.76984977722168,6,1,23,6
consequent_swap,1,459,8.019742965698242,15,1,23,15
entailed,1,460,10.00330638885498,63,1,23,63
fact_mismatch,1,461,25.67954444885254,6,1,23,6
rule_lhs_mismatch,1,462,27.62427520751953,6,1,23,6
consequent_swap,1,463,11.81218147277832,17,1,23,17
entailed,1,464,12.031505584716797,24,1,23,24
fact_mismatch,1,465,29.231353759765625,6,1,23,6
rule_lhs_mismatch,1,466,28.339702606201172,6,1,23,6
consequent_swap,1,467,11.640243530273438,64,1,23,64
entailed,1,468,9.229411125183105,16,1,23,16
fact_mismatch,1,469,13.707473754882812,6,1,23,6
rule_lhs_mismatch,1,470,24.94525909423828,6,1,23,6
consequent_swap,1,471,11.700493812561035,64,1,23,64
entailed,1,472,16.222007751464844,53,1,23,53
fact_mismatch,1,473,22.953323364257812,6,1,23,6
rule_lhs_mismatch,1,474,33.22490310668945,6,1,23,6
consequent_swap,1,475,11.151189804077148,68,1,23,68
entailed,1,476,10.159911155700684,23,1,23,23
fact_mismatch,1,477,25.162216186523438,6,1,23,6
rule_lhs_mismatch,1,478,9.731375694274902,6,1,23,6
consequent_swap,1,479,10.059333801269531,67,1,23,67
entailed,1,480,9.765874862670898,7,1,23,7
fact_mismatch,1,481,29.33087921142578,6,1,23,6
rule_lhs_mismatch,1,482,31.620407104492188,6,1,23,6
